id,title,year_id,db_id,cve_id,score3,metrics,vendor,product,timeline,ics_title,attention,sectors,areas,hq,date_reported,date_published
1904,Cisco WebEx Network Recording Player ARF File Parsing Memory Corruption Remote Code Execution Vulnerability,ZDI-18-112,7ZDI-CAN-6356,CVE-2018-15415,5.1, (AV:N/AC:H/Au:N/C:P/I:P/A:P),Cisco,WebEx,"2018-07-23 - Vulnerability reported to vendor, 2018-10-08 - Coordinated public release of advisory, 2018-10-08 - Advisory Updated, ",,,,,,7/23/2018,10/8/2018
1905,Cisco WebEx Recorder and Player ATAS32 Out-Of-Bounds Read Remote Code Execution Vulnerability,ZDI-18-112,8ZDI-CAN-6798,CVE-2018-15417,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Cisco,WebEx,"2018-07-23 - Vulnerability reported to vendor, 2018-10-08 - Coordinated public release of advisory, 2018-10-08 - Advisory Updated, ",,,,,,7/23/2018,10/8/2018
1906,Cisco WebEx Recorder and Player ATAS32 Out-Of-Bounds Read Remote Code Execution Vulnerability,ZDI-18-112,9ZDI-CAN-6801,CVE-2018-15413,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Cisco,WebEx,"2018-07-25 - Vulnerability reported to vendor, 2018-10-08 - Coordinated public release of advisory, 2018-10-08 - Advisory Updated, ",,,,,,7/25/2018,10/8/2018
1907,Microsoft Windows VBScript Class_Terminate MSXML6 Use-After-Free Remote Code Execution Vulnerability,ZDI-18-113,0ZDI-CAN-6343,CVE-2018-8420,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Microsoft,Windows,"2018-06-05 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,6/5/2018,10/10/2018
1908,Microsoft SQL Server Management Studio xel File XML External Entity Processing Information Disclosure Vulnerability,ZDI-18-113,1ZDI-CAN-6337,CVE-2018-8527,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Microsoft,SQL Server Management Studio,"2018-06-07 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,6/7/2018,10/10/2018
1909,Microsoft SQL Server Management Studio xmla File XML External Entity Processing Information Disclosure Vulnerability,ZDI-18-113,2ZDI-CAN-6357,CVE-2018-8532,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Microsoft,SQL Server Management Studio,"2018-06-07 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,6/7/2018,10/10/2018
1910,Microsoft SQL Server Management Studio regsrvr File XML External Entity Processing Information Disclosure Vulnerability,ZDI-18-113,3ZDI-CAN-6375,CVE-2018-8533,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Microsoft,SQL Server Management Studio,"2018-06-11 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,6/11/2018,10/10/2018
1911,Microsoft Internet Explorer WebCrypto importKey Use-After-Free Information Disclosure Vulnerability,ZDI-18-113,4ZDI-CAN-6405,CVE-2018-8491,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),Microsoft,Internet Explorer,"2018-06-28 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,6/28/2018,10/10/2018
1912,Microsoft Windows SMB2 Out-Of-Bounds Access Information Disclosure Vulnerability  ,ZDI-18-113,5ZDI-CAN-6415,CVE-2018-8333,6.9, (AV:L/AC:M/Au:N/C:C/I:C/A:C),Microsoft,Windows,"2018-06-28 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,6/28/2018,10/10/2018
1913,Microsoft Edge Hazardous URI Insufficient UI Warning Remote Code Execution Vulnerability ,ZDI-18-113,6ZDI-CAN-6489,CVE-2018-8495,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Microsoft,Edge,"2018-07-03 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,7/3/2018,10/10/2018
1914,Microsoft Internet Explorer CSS Style Double Free Remote Code Execution Vulnerability,ZDI-18-113,7ZDI-CAN-6555,CVE-2018-8460,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Microsoft,Internet Explorer,"2018-07-10 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,7/10/2018,10/10/2018
1915,Microsoft Internet Explorer CSS Style Out-Of-Bounds Write Remote Code Execution Vulnerability,ZDI-18-113,8ZDI-CAN-6611,CVE-2018-8460,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Microsoft,Internet Explorer,"2018-07-10 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,7/10/2018,10/10/2018
1916,Delta Industrial Automation ISPSoft DVP File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-18-113,9ZDI-CAN-6367,CVE-2018-14800,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Delta Industrial Automation,ISPSoft,"2018-06-28 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",ICS Advisory (ICSA-18-275-01), Exploitable remotely/Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,6/28/2018,10/10/2018
1917,Cisco WebEx Network Recording Player ATAS32 Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-114,0ZDI-CAN-5960,,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Cisco,WebEx,"2018-05-16 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,5/16/2018,10/10/2018
1918,Cisco WebEx Network Recording Player ARF File Out-of-Bounds Read Remote Code Execution Vulnerability,ZDI-18-114,1ZDI-CAN-6145,,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Cisco,WebEx,"2018-05-16 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,5/16/2018,10/10/2018
1919,Cisco WebEx Network Recording Player ATAS32 ARF File Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-114,2ZDI-CAN-6209,,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Cisco,WebEx,"2018-05-23 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,5/23/2018,10/10/2018
1920,Cisco WebEx Network Recording Player ATPDMOD ARF File Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-114,3ZDI-CAN-6248,,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Cisco,WebEx,"2018-05-24 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,5/24/2018,10/10/2018
1921,Cisco Webex Recorder and Player ATAS32 Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-114,4ZDI-CAN-6314,,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Cisco,WebEx,"2018-06-13 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,6/13/2018,10/10/2018
1922,Cisco WebEx Recorder and Player asplayback Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-114,5ZDI-CAN-6494,,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Cisco,WebEx,"2018-07-16 - Vulnerability reported to vendor, 2018-10-10 - Coordinated public release of advisory, 2018-10-10 - Advisory Updated, ",,,,,,7/16/2018,10/10/2018
1923,Foxit PhantomPDF HTML2PDF HTML Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability,ZDI-18-114,6ZDI-CAN-7131,CVE-2018-17700,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,PhantomPDF,"2018-08-14 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/14/2018,10/11/2018
1924,Foxit PhantomPDF HTML2PDF HTML Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability,ZDI-18-114,7ZDI-CAN-7132,CVE-2018-17701,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,PhantomPDF,"2018-08-14 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/14/2018,10/11/2018
1925,Foxit Reader XFA TimeField setAttribute Use-After-Free Remote Code Execution Vulnerability,ZDI-18-114,8ZDI-CAN-6486,CVE-2018-17649,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1926,Foxit Reader XFA TimeField rotate Use-After-Free Remote Code Execution Vulnerability,ZDI-18-114,9ZDI-CAN-6485,CVE-2018-17648,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-27 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/27/2018,10/11/2018
1927,Foxit Reader XFA Lower Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-115,0ZDI-CAN-6617,CVE-2018-17671,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-05 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/5/2018,10/11/2018
1928,Foxit Reader Annotation delay Use-After-Free Remote Code Execution Vulnerability,ZDI-18-115,1ZDI-CAN-7157,CVE-2018-17682,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-08-21 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/21/2018,10/11/2018
1929,Foxit Reader XFA TimeField vAlign Use-After-Free Remote Code Execution Vulnerability,ZDI-18-115,2ZDI-CAN-6482,CVE-2018-17645,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-27 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/27/2018,10/11/2018
1930,Foxit Reader removeField Use-After-Free Remote Code Execution Vulnerability,ZDI-18-115,3ZDI-CAN-6849,CVE-2018-17676,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-22 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/22/2018,10/11/2018
1931,Foxit Reader XFA TimeField boundItem Use-After-Free Remote Code Execution Vulnerability,ZDI-18-115,4ZDI-CAN-6484,CVE-2018-17647,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-27 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/27/2018,10/11/2018
1932,Foxit PhantomPDF setItems Use-After-Free Remote Code Execution Vulnerability,ZDI-18-115,5ZDI-CAN-7069,CVE-2018-17688,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,PhantomPDF,"2018-08-10 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/10/2018,10/11/2018
1933,Foxit Reader XFA TimeField fillColor Use-After-Free Remote Code Execution Vulnerability,ZDI-18-115,6ZDI-CAN-6483,CVE-2018-17646,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-27 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/27/2018,10/11/2018
1934,Foxit Reader Doc createIcon Use-After-Free Remote Code Execution Vulnerability ,ZDI-18-115,7ZDI-CAN-7163,CVE-2018-17683,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-08-22 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/22/2018,10/11/2018
1935,Foxit Reader openPlayer Use-After-Free Remote Code Execution Vulnerability ,ZDI-18-115,8ZDI-CAN-6616,CVE-2018-17630,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-05 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/5/2018,10/11/2018
1936,Foxit Reader array Use-After-Free Remote Code Execution Vulnerability,ZDI-18-115,9ZDI-CAN-6817,CVE-2018-17672,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-17 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/17/2018,10/11/2018
1937,Foxit Reader templates Use-After-Free Remote Code Execution Vulnerability,ZDI-18-116,0ZDI-CAN-6614,CVE-2018-17629,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-05 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/5/2018,10/11/2018
1938,Foxit PhantomPDF rect Use-After-Free Remote Code Execution Vulnerability,ZDI-18-116,1ZDI-CAN-7103,CVE-2018-17690,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,PhantomPDF,"2018-08-13 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/13/2018,10/11/2018
1939,Foxit Reader defaultStyle Use-After-Free Remote Code Execution Vulnerability,ZDI-18-116,2ZDI-CAN-7253,CVE-2018-17703,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-09-20 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,9/20/2018,10/11/2018
1940,Foxit Reader XFA xmpmeta content Use-After-Free Remote Code Execution Vulnerability,ZDI-18-116,3ZDI-CAN-6524,CVE-2018-17670,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1941,Foxit Reader mailDoc Use-After-Free Remote Code Execution Vulnerability,ZDI-18-116,4ZDI-CAN-6850,CVE-2018-17677,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-22 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/22/2018,10/11/2018
1942,Foxit Reader Annotations name Use-After-Free Remote Code Execution Vulnerability,ZDI-18-116,5ZDI-CAN-6845,CVE-2018-17674,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-20 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/20/2018,10/11/2018
1943,Foxit Reader XFA localeSet name Use-After-Free Remote Code Execution Vulnerability,ZDI-18-116,6ZDI-CAN-6523,CVE-2018-17669,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1944,Foxit PhantomPDF HTML2PDF HTML Parsing Use-After-Free Remote Code Execution Vulnerability,ZDI-18-116,7ZDI-CAN-7128,CVE-2018-17691,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,PhantomPDF,"2018-08-14 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/14/2018,10/11/2018
1945,Foxit Reader XFA xfdf removeAttribute Use-After-Free Remote Code Execution Vulnerability,ZDI-18-116,8ZDI-CAN-6522,CVE-2018-17668,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1946,Foxit PhantomPDF exportValues Use-After-Free Remote Code Execution Vulnerability,ZDI-18-116,9ZDI-CAN-7068,CVE-2018-17687,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,PhantomPDF,"2018-08-09 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/9/2018,10/11/2018
1947,Adobe Acrobat ImageConversion EMF EMR_ALPHABLEND Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-117,0ZDI-CAN-6999,CVE-2018-15950,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Adobe,Acrobat Pro 2017 (classic),"2018-07-27 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/27/2018,10/11/2018
1948,Foxit Reader XFA host print Use-After-Free Remote Code Execution Vulnerability,ZDI-18-117,1ZDI-CAN-6521,CVE-2018-17667,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1949,Foxit Reader gotoNamedDest Use-After-Free Remote Code Execution Vulnerability,ZDI-18-117,2ZDI-CAN-6851,CVE-2018-17678,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-22 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/22/2018,10/11/2018
1950,Adobe Acrobat ImageConversion EMF EMR_STRETCHBLT BI_BITFIELDS Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-117,3ZDI-CAN-6793,CVE-2018-15949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Adobe,Acrobat Pro 2017 (classic),"2018-07-12 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/12/2018,10/11/2018
1951,Foxit Reader XFA host exportData Use-After-Free Remote Code Execution Vulnerability,ZDI-18-117,4ZDI-CAN-6520,CVE-2018-17666,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1952,Foxit Reader XFA loadXML Use-After-Free Remote Code Execution Vulnerability,ZDI-18-117,5ZDI-CAN-6473,CVE-2018-17637,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-27 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/27/2018,10/11/2018
1953,Foxit PhantomPDF HTML2PDF HTML Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability,ZDI-18-117,6ZDI-CAN-7129,CVE-2018-17692,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,PhantomPDF,"2018-08-14 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/14/2018,10/11/2018
1954,Foxit Reader XFA desc Use-After-Free Remote Code Execution Vulnerability,ZDI-18-117,7ZDI-CAN-6471,CVE-2018-17635,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-27 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/27/2018,10/11/2018
1955,Foxit Reader XFA host currentPage Use-After-Free Remote Code Execution Vulnerability,ZDI-18-117,8ZDI-CAN-6519,CVE-2018-17665,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1956,Foxit Reader XFA isCompatibleNS Use-After-Free Remote Code Execution Vulnerability,ZDI-18-117,9ZDI-CAN-6518,CVE-2018-17664,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1957,Foxit Reader PDF Parsing Use-After-Free Remote Code Execution Vulnerability,ZDI-18-118,0ZDI-CAN-6890,CVE-2018-17679,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-20 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/20/2018,10/11/2018
1958,Foxit Reader TextBox Validate Use-After-Free Remote Code Execution Vulnerability,ZDI-18-118,1ZDI-CAN-6439,CVE-2018-17626,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-25 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/25/2018,10/11/2018
1959,Foxit PhantomPDF HTML2PDF HTML Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability,ZDI-18-118,2ZDI-CAN-7130,CVE-2018-17693,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,PhantomPDF,"2018-08-14 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/14/2018,10/11/2018
1960,Foxit Reader richValue Use-After-Free Remote Code Execution Vulnerability,ZDI-18-118,3ZDI-CAN-7252,CVE-2018-17702,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-09-20 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,9/20/2018,10/11/2018
1961,Foxit Reader XFA host importData Use-After-Free Remote Code Execution Vulnerability,ZDI-18-118,4ZDI-CAN-6517,CVE-2018-17663,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1962,Foxit Reader ConvertToPDF BMP File Parsing Out-of-Bounds Read Information Disclosure Vulnerability,ZDI-18-118,5ZDI-CAN-6844,CVE-2018-17686,2.5, (AV:L/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N),Foxit,Reader,"2018-07-22 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/22/2018,10/11/2018
1963,Adobe Acrobat ImageConversion XPS Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-118,6ZDI-CAN-6896,CVE-2018-15948,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Adobe,Acrobat Pro 2017 (classic),"2018-07-20 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/20/2018,10/11/2018
1964,Adobe Acrobat ImageConversion EMF EMR_STRETCHBLT Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-118,7ZDI-CAN-6789,CVE-2018-15947,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Adobe,Acrobat Pro 2017 (classic),"2018-07-12 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/12/2018,10/11/2018
1965,Foxit Reader XFA host beep Use-After-Free Remote Code Execution Vulnerability,ZDI-18-118,8ZDI-CAN-6514,CVE-2018-17662,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1966,Foxit Reader Field style Use-After-Free Remote Code Execution Vulnerability,ZDI-18-118,9ZDI-CAN-6915,CVE-2018-17680,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-23 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/23/2018,10/11/2018
1967,Foxit Reader XFA host messageBox Use-After-Free Remote Code Execution Vulnerability,ZDI-18-119,0ZDI-CAN-6513,CVE-2018-17661,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1968,Foxit Reader XFA getAttribute Use-After-Free Remote Code Execution Vulnerability,ZDI-18-119,1ZDI-CAN-6474,CVE-2018-17638,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-27 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/27/2018,10/11/2018
1969,Foxit Reader Annotations highlight Use-After-Free Remote Code Execution Vulnerability,ZDI-18-119,2ZDI-CAN-6820,CVE-2018-17673,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-17 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/17/2018,10/11/2018
1970,Foxit Reader XFA host resetData Use-After-Free Remote Code Execution Vulnerability,ZDI-18-119,3ZDI-CAN-6512,CVE-2018-17660,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1971,Foxit Reader removeDataObject Use-After-Free Remote Code Execution Vulnerability,ZDI-18-119,4ZDI-CAN-6848,CVE-2018-17675,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-07-22 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,7/22/2018,10/11/2018
1972,Foxit Reader XFA removeInstance Use-After-Free Remote Code Execution Vulnerability,ZDI-18-119,5ZDI-CAN-6500,CVE-2018-17631,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-28 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/28/2018,10/11/2018
1973,Foxit Reader getPageBox Use-After-Free Remote Code Execution Vulnerability,ZDI-18-119,6ZDI-CAN-7141,CVE-2018-17681,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-08-14 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,8/14/2018,10/11/2018
1974,Foxit Reader XFA TimeField addItem Use-After-Free Remote Code Execution Vulnerability,ZDI-18-119,7ZDI-CAN-6481,CVE-2018-17644,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-06-27 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,6/27/2018,10/11/2018
1975,Foxit Reader display Use-After-Free Remote Code Execution Vulnerability,ZDI-18-119,8ZDI-CAN-7255,CVE-2018-17705,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-09-20 - Vulnerability reported to vendor, 2018-10-11 - Coordinated public release of advisory",,,,,,9/20/2018,10/11/2018
